Amper TH,Amper TH2,Province TH,Province EN,Amper TH3,CODE,Amper EN,ที่ว่าการอำเภอAmper TH Province TH,Lat,Lon
เมืองชลบุรี,เมืองชลบุรี,ชลบุรี,Chonburi,เมืองชลบุรี,20010000,Mueang Chon Buri,ที่ว่าการอำเภอเมืองชลบุรี ชลบุรี,13.361868622789313,100.97985053612275
บ้านบึง,บ้านบึง,ชลบุรี,Chonburi,บ้านบึง,20020000,Ban Bueng,ที่ว่าการอำเภอบ้านบึง ชลบุรี,13.31143893659305,101.11220636748156
หนองใหญ่,หนองใหญ่,ชลบุรี,Chonburi,หนองใหญ่,20030000,Nong Yai,ที่ว่าการอำเภอหนองใหญ่ ชลบุรี,13.156292129128829,101.36600424229827
บางละมุง,บางละมุง,ชลบุรี,Chonburi,บางละมุง,20040000,Bang Lamung,ที่ว่าการอำเภอบางละมุง ชลบุรี,12.976830087112038,100.91382634314554
พานทอง,พานทอง,ชลบุรี,Chonburi,พานทอง,20050000,Phan Thong,ที่ว่าการอำเภอพานทอง ชลบุรี,13.470700820237557,101.09681915894343
พนัสนิคม,พนัสนิคม,ชลบุรี,Chonburi,พนัสนิคม,20060000,Phanat Nikhom,ที่ว่าการอำเภอพนัสนิคม ชลบุรี,13.45218579852603,101.17735879334313
ศรีราชา,ศรีราชา,ชลบุรี,Chonburi,ศรีราชา,20070000,Si Racha,ที่ว่าการอำเภอศรีราชา ชลบุรี,13.174465471582042,100.93087411341172
เกาะสีชัง,เกาะสีชัง,ชลบุรี,Chonburi,เกาะสีชัง,20080000,Ko Sichang,ที่ว่าการอำเภอเกาะสีชัง ชลบุรี,13.163655129103061,100.80801383369268
สัตหีบ,สัตหีบ,ชลบุรี,Chonburi,สัตหีบ,20090000,Sattahip,ที่ว่าการอำเภอสัตหีบ ชลบุรี,12.662951960377892,100.9056031031669
บ่อทอง,บ่อทอง,ชลบุรี,Chonburi,บ่อทอง,20100000,Bo Thong,ที่ว่าการอำเภอบ่อทอง ชลบุรี,13.279393753120061,101.43949353555276
เกาะจันทร์,เกาะจันทร์,ชลบุรี,Chonburi,เกาะจันทร์,20110000,Ko Chan,ที่ว่าการอำเภอเกาะจันทร์ ชลบุรี,13.417378017992023,101.33445367788929
เมืองระยอง,เมืองระยอง,ระยอง,Rayong,เมืองระยอง,21010000,Mueang Rayong,ที่ว่าการอำเภอเมืองระยอง ระยอง,12.668361832867296,101.27434659867863
บ้านฉาง,บ้านฉาง,ระยอง,Rayong,บ้านฉาง,21020000,Ban Chang,ที่ว่าการอำเภอบ้านฉาง ระยอง,12.728445397758483,101.06631315572749
แกลง,แกลง,ระยอง,Rayong,แกลง,21030000,Klaeng,ที่ว่าการอำเภอแกลง ระยอง,12.790919820225183,101.63416274677145
วังจันทร์,วังจันทร์,ระยอง,Rayong,วังจันทร์,21040000,Wang Chan,ที่ว่าการอำเภอวังจันทร์ ระยอง,12.934898647401093,101.52014370128403
บ้านค่าย,บ้านค่าย,ระยอง,Rayong,บ้านค่าย,21050000,Ban Khai,ที่ว่าการอำเภอบ้านค่าย ระยอง,12.783559149246301,101.29672366705061
ปลวกแดง,ปลวกแดง,ระยอง,Rayong,ปลวกแดง,21060000,Pluak Daeng,ที่ว่าการอำเภอปลวกแดง ระยอง,12.972255621943123,101.21566875017254
เขาชะเมา,เขาชะเมา,ระยอง,Rayong,เขาชะเมา,21070000,Khao Chamao,ที่ว่าการอำเภอเขาชะเมา ระยอง,12.975520456732667,101.68502971616918
นิคมพัฒนา,นิคมพัฒนา,ระยอง,Rayong,นิคมพัฒนา,21080000,Nikhom Phatthana,ที่ว่าการอำเภอนิคมพัฒนา ระยอง,12.831494252260589,101.20804154221683
เมืองจันทบุรี,เมืองจันทบุรี,จันทบุรี,Chanthaburi,เมืองจันทบุรี,22010000,Mueang Chanthaburi,ที่ว่าการอำเภอเมืองจันทบุรี จันทบุรี,12.610554449205216,102.10463859472078
ขลุง,ขลุง,จันทบุรี,Chanthaburi,ขลุง,22020000,Khlung,ที่ว่าการอำเภอขลุง จันทบุรี,12.610575616960881,102.10458192926251
ท่าใหม่,ท่าใหม่,จันทบุรี,Chanthaburi,ท่าใหม่,22030000,Tha Mai,ที่ว่าการอำเภอท่าใหม่ จันทบุรี,12.45481960917899,102.22137985198864
โป่งน้ำร้อน,โป่งน้ำร้อน,จันทบุรี,Chanthaburi,โป่งน้ำร้อน,22040000,Pong Nam Ron,ที่ว่าการอำเภอโป่งน้ำร้อน จันทบุรี,12.905957309805649,102.26272392501556
มะขาม,มะขาม,จันทบุรี,Chanthaburi,มะขาม,22050000,Makham,ที่ว่าการอำเภอมะขาม จันทบุรี,12.685556757893737,102.1967383558936
แหลมสิงห์,แหลมสิงห์,จันทบุรี,Chanthaburi,แหลมสิงห์,22060000,Laem Sing,ที่ว่าการอำเภอแหลมสิงห์ จันทบุรี,12.481590162365078,102.07366969293147
สอยดาว,สอยดาว,จันทบุรี,Chanthaburi,สอยดาว,22070000,Soi Dao,ที่ว่าการอำเภอสอยดาว จันทบุรี,13.137206782969503,102.21870096114098
แก่งหางแมว,แก่งหางแมว,จันทบุรี,Chanthaburi,แก่งหางแมว,22080000,Kaeng Hang Maeo,ที่ว่าการอำเภอแก่งหางแมว จันทบุรี,13.008427731735095,101.90557365089711
นายายอาม,นายายอาม,จันทบุรี,Chanthaburi,นายายอาม,22090000,Na Yai Am,ที่ว่าการอำเภอนายายอาม จันทบุรี,12.770403782491881,101.85476473178987
เขาคิชฌกูฏ,เขาคิชฌกูฏ,จันทบุรี,Chanthaburi,เขาคิชฌกูฏ,22100000,Khao Khitchakut,ที่ว่าการอำเภอเขาคิชฌกูฏ จันทบุรี,12.804373665985485,102.11488205430912
เมืองตราด,เมืองตราด,ตราด,Trat,เมืองตราด,23010000,Mueang Trat,ที่ว่าการอำเภอเมืองตราด ตราด,12.231515364358405,102.51253348942005
คลองใหญ่,คลองใหญ่,ตราด,Trat,คลองใหญ่,23020000,Khlong Yai,ที่ว่าการอำเภอคลองใหญ่ ตราด,11.776373172587878,102.88591004419692
เขาสมิง,เขาสมิง,ตราด,Trat,เขาสมิง,23030000,Khao Saming,ที่ว่าการอำเภอเขาสมิง ตราด,12.35374614063274,102.43505306416631
บ่อไร่,บ่อไร่,ตราด,Trat,บ่อไร่,23040000,Bo Rai,ที่ว่าการอำเภอบ่อไร่ ตราด,12.579459804537088,102.52507410436485
แหลมงอบ,แหลมงอบ,ตราด,Trat,แหลมงอบ,23050000,Laem Ngop,ที่ว่าการอำเภอแหลมงอบ ตราด,12.171998612345531,102.39439760671348
เกาะกูด,เกาะกูด,ตราด,Trat,เกาะกูด,23060000,Ko Kut,ที่ว่าการอำเภอเกาะกูด ตราด,11.658592993775894,102.54192836002194
