,Origin,Destination
430,"('Sikhoraphum', 'Surin')","('Prang Ku', 'Si Sa Ket')"
431,"('Sangkha', 'Surin')","('Buachet', 'Surin')"
432,"('Sangkha', 'Surin')","('Si Narong', 'Surin')"
433,"('Sangkha', 'Surin')","('Phu Sing', 'Si Sa Ket')"
434,"('Sangkha', 'Surin')","('Prasat', 'Surin')"
435,"('Sangkha', 'Surin')","('Kap Choeng', 'Surin')"
436,"('Sangkha', 'Surin')","('Sikhoraphum', 'Surin')"
437,"('Sangkha', 'Surin')","('Lamduan', 'Surin')"
438,"('Sangkha', 'Surin')","('Khukhan', 'Si Sa Ket')"
439,"('Sangkha', 'Surin')","('Prang Ku', 'Si Sa Ket')"
440,"('Lamduan', 'Surin')","('Si Narong', 'Surin')"
441,"('Lamduan', 'Surin')","('Mueang Surin', 'Surin')"
442,"('Lamduan', 'Surin')","('Prasat', 'Surin')"
443,"('Lamduan', 'Surin')","('Sikhoraphum', 'Surin')"
444,"('Lamduan', 'Surin')","('Sangkha', 'Surin')"
445,"('Long', 'Phrae')","('Sung Men', 'Phrae')"
446,"('Long', 'Phrae')","('Den Chai', 'Phrae')"
447,"('Long', 'Phrae')","('Song', 'Phrae')"
448,"('Long', 'Phrae')","('Wang Chin', 'Phrae')"
449,"('Long', 'Phrae')","('Nong Muang Khai', 'Phrae')"
450,"('Long', 'Phrae')","('Mae Tha', 'Lampang')"
451,"('Long', 'Phrae')","('Mueang Phrae', 'Phrae')"
452,"('Long', 'Phrae')","('Mae Mo', 'Lampang')"
453,"('Sung Men', 'Phrae')","('Long', 'Phrae')"
454,"('Sung Men', 'Phrae')","('Den Chai', 'Phrae')"
455,"('Sung Men', 'Phrae')","('Tha Pla', 'Uttaradit')"
456,"('Sung Men', 'Phrae')","('Mueang Phrae', 'Phrae')"
457,"('Den Chai', 'Phrae')","('Si Satchanalai', 'Sukhothai')"
458,"('Den Chai', 'Phrae')","('Long', 'Phrae')"
459,"('Den Chai', 'Phrae')","('Sung Men', 'Phrae')"
460,"('Den Chai', 'Phrae')","('Wang Chin', 'Phrae')"
461,"('Den Chai', 'Phrae')","('Mueang Uttaradit', 'Uttaradit')"
462,"('Den Chai', 'Phrae')","('Tha Pla', 'Uttaradit')"
463,"('Den Chai', 'Phrae')","('Laplae', 'Uttaradit')"
464,"('Song', 'Phrae')","('Long', 'Phrae')"
465,"('Song', 'Phrae')","('Nong Muang Khai', 'Phrae')"
466,"('Song', 'Phrae')","('Ban Luang', 'Nan')"
467,"('Song', 'Phrae')","('Wiang Sa', 'Nan')"
468,"('Song', 'Phrae')","('Mueang Phayao', 'Phayao')"
469,"('Song', 'Phrae')","('Mueang Phayao', 'Phayao')"
470,"('Song', 'Phrae')","('Mueang Phrae', 'Phrae')"
471,"('Song', 'Phrae')","('Mueang Phrae', 'Phrae')"
472,"('Song', 'Phrae')","('Mae Mo', 'Lampang')"
473,"('Song', 'Phrae')","('Ngao', 'Lampang')"
474,"('Wang Chin', 'Phrae')","('Si Satchanalai', 'Sukhothai')"
475,"('Wang Chin', 'Phrae')","('Long', 'Phrae')"
476,"('Wang Chin', 'Phrae')","('Den Chai', 'Phrae')"
477,"('Wang Chin', 'Phrae')","('Mae Tha', 'Lampang')"
478,"('Wang Chin', 'Phrae')","('Sop Prap', 'Lampang')"
479,"('Wang Chin', 'Phrae')","('Laplae', 'Uttaradit')"
480,"('Wang Chin', 'Phrae')","('Thoen', 'Lampang')"
481,"('Nong Muang Khai', 'Phrae')","('Long', 'Phrae')"
482,"('Nong Muang Khai', 'Phrae')","('Song', 'Phrae')"
483,"('Nong Muang Khai', 'Phrae')","('Mueang Phrae', 'Phrae')"
484,"('Nong Muang Khai', 'Phrae')","('Mueang Phrae', 'Phrae')"
485,"('Mueang Phrae', 'Phrae')","('Long', 'Phrae')"
486,"('Mueang Phrae', 'Phrae')","('Sung Men', 'Phrae')"
487,"('Mueang Phrae', 'Phrae')","('Song', 'Phrae')"
488,"('Mueang Phrae', 'Phrae')","('Nong Muang Khai', 'Phrae')"
489,"('Mueang Phrae', 'Phrae')","('Na Muen', 'Nan')"
490,"('Mueang Phrae', 'Phrae')","('Tha Pla', 'Uttaradit')"
491,"('Mueang Phrae', 'Phrae')","('Mueang Phrae', 'Phrae')"
492,"('Mueang Phrae', 'Phrae')","('Song', 'Phrae')"
493,"('Mueang Phrae', 'Phrae')","('Nong Muang Khai', 'Phrae')"
494,"('Mueang Phrae', 'Phrae')","('Na Noi', 'Nan')"
495,"('Mueang Phrae', 'Phrae')","('Wiang Sa', 'Nan')"
496,"('Mueang Phrae', 'Phrae')","('Na Muen', 'Nan')"
497,"('Mueang Phrae', 'Phrae')","('Mueang Phrae', 'Phrae')"
498,"('Mueang Chumphon', 'Chumphon')","('Tha Sae', 'Chumphon')"
499,"('Mueang Chumphon', 'Chumphon')","('Pathio', 'Chumphon')"
500,"('Mueang Chumphon', 'Chumphon')","('Sawi', 'Chumphon')"
501,"('Mueang Chumphon', 'Chumphon')","('Kra Buri', 'Ranong')"
502,"('Tha Sae', 'Chumphon')","('Mueang Chumphon', 'Chumphon')"
503,"('Tha Sae', 'Chumphon')","('Pathio', 'Chumphon')"
504,"('Tha Sae', 'Chumphon')","('Kra Buri', 'Ranong')"
505,"('Tha Sae', 'Chumphon')","('Bang Saphan Noi', 'Prachuap Khiri Khan')"
506,"('Pathio', 'Chumphon')","('Mueang Chumphon', 'Chumphon')"
507,"('Pathio', 'Chumphon')","('Tha Sae', 'Chumphon')"
508,"('Pathio', 'Chumphon')","('Bang Saphan Noi', 'Prachuap Khiri Khan')"
509,"('Lang Suan', 'Chumphon')","('Lamae', 'Chumphon')"
510,"('Lang Suan', 'Chumphon')","('Phato', 'Chumphon')"
511,"('Lang Suan', 'Chumphon')","('Sawi', 'Chumphon')"
512,"('Lang Suan', 'Chumphon')","('Thung Tako', 'Chumphon')"
513,"('Lang Suan', 'Chumphon')","('La-un', 'Ranong')"
514,"('Lamae', 'Chumphon')","('Tha Chana', 'Surat Thani')"
515,"('Lamae', 'Chumphon')","('Lang Suan', 'Chumphon')"
516,"('Lamae', 'Chumphon')","('Phato', 'Chumphon')"
517,"('Phato', 'Chumphon')","('Tha Chana', 'Surat Thani')"
518,"('Phato', 'Chumphon')","('Lang Suan', 'Chumphon')"
519,"('Phato', 'Chumphon')","('Lamae', 'Chumphon')"
520,"('Phato', 'Chumphon')","('Thung Tako', 'Chumphon')"
521,"('Phato', 'Chumphon')","('Mueang Ranong', 'Ranong')"
522,"('Phato', 'Chumphon')","('La-un', 'Ranong')"
523,"('Phato', 'Chumphon')","('Papoe', 'Ranong')"
524,"('Sawi', 'Chumphon')","('Mueang Chumphon', 'Chumphon')"
525,"('Sawi', 'Chumphon')","('Lang Suan', 'Chumphon')"
526,"('Sawi', 'Chumphon')","('Thung Tako', 'Chumphon')"
527,"('Sawi', 'Chumphon')","('La-un', 'Ranong')"
528,"('Sawi', 'Chumphon')","('Kra Buri', 'Ranong')"
529,"('Thung Tako', 'Chumphon')","('Lang Suan', 'Chumphon')"
530,"('Thung Tako', 'Chumphon')","('Phato', 'Chumphon')"
531,"('Thung Tako', 'Chumphon')","('Sawi', 'Chumphon')"
532,"('Thung Tako', 'Chumphon')","('La-un', 'Ranong')"
533,"('Mueang Chon Buri', 'Chonburi')","('Ban Bueng', 'Chonburi')"
534,"('Mueang Chon Buri', 'Chonburi')","('Phan Thong', 'Chonburi')"
535,"('Mueang Chon Buri', 'Chonburi')","('Si Racha', 'Chonburi')"
536,"('Mueang Chon Buri', 'Chonburi')","('Bang Pakong', 'Chachoengsao')"
537,"('Ban Bueng', 'Chonburi')","('Mueang Chon Buri', 'Chonburi')"
538,"('Ban Bueng', 'Chonburi')","('Nong Yai', 'Chonburi')"
539,"('Ban Bueng', 'Chonburi')","('Phan Thong', 'Chonburi')"
540,"('Ban Bueng', 'Chonburi')","('Phanat Nikhom', 'Chonburi')"
541,"('Ban Bueng', 'Chonburi')","('Si Racha', 'Chonburi')"
542,"('Ban Bueng', 'Chonburi')","('Bo Thong', 'Chonburi')"
543,"('Ban Bueng', 'Chonburi')","('Ko Chan', 'Chonburi')"
544,"('Ban Bueng', 'Chonburi')","('Pluak Daeng', 'Rayong')"
545,"('Nong Yai', 'Chonburi')","('Ban Bueng', 'Chonburi')"
546,"('Nong Yai', 'Chonburi')","('Si Racha', 'Chonburi')"
547,"('Nong Yai', 'Chonburi')","('Bo Thong', 'Chonburi')"
548,"('Nong Yai', 'Chonburi')","('Wang Chan', 'Rayong')"
549,"('Nong Yai', 'Chonburi')","('Pluak Daeng', 'Rayong')"
550,"('Bang Lamung', 'Chonburi')","('Si Racha', 'Chonburi')"
551,"('Bang Lamung', 'Chonburi')","('Sattahip', 'Chonburi')"
552,"('Bang Lamung', 'Chonburi')","('Mueang Rayong', 'Rayong')"
553,"('Bang Lamung', 'Chonburi')","('Ban Chang', 'Rayong')"
554,"('Bang Lamung', 'Chonburi')","('Pluak Daeng', 'Rayong')"
555,"('Bang Lamung', 'Chonburi')","('Nikhom Phatthana', 'Rayong')"
556,"('Phan Thong', 'Chonburi')","('Mueang Chon Buri', 'Chonburi')"
557,"('Phan Thong', 'Chonburi')","('Ban Bueng', 'Chonburi')"
558,"('Phan Thong', 'Chonburi')","('Phanat Nikhom', 'Chonburi')"
559,"('Phan Thong', 'Chonburi')","('Bang Pakong', 'Chachoengsao')"
560,"('Phan Thong', 'Chonburi')","('Ban Pho', 'Chachoengsao')"
561,"('Phanat Nikhom', 'Chonburi')","('Ban Bueng', 'Chonburi')"
562,"('Phanat Nikhom', 'Chonburi')","('Phan Thong', 'Chonburi')"
563,"('Phanat Nikhom', 'Chonburi')","('Ban Pho', 'Chachoengsao')"
564,"('Phanat Nikhom', 'Chonburi')","('Pleang Yao', 'Chachoengsao')"
565,"('Phanat Nikhom', 'Chonburi')","('Bo Thong', 'Chonburi')"
566,"('Phanat Nikhom', 'Chonburi')","('Ko Chan', 'Chonburi')"
567,"('Si Racha', 'Chonburi')","('Mueang Chon Buri', 'Chonburi')"
568,"('Si Racha', 'Chonburi')","('Ban Bueng', 'Chonburi')"
569,"('Si Racha', 'Chonburi')","('Nong Yai', 'Chonburi')"
570,"('Si Racha', 'Chonburi')","('Bang Lamung', 'Chonburi')"
571,"('Si Racha', 'Chonburi')","('Pluak Daeng', 'Rayong')"
572,"('Sattahip', 'Chonburi')","('Bang Lamung', 'Chonburi')"
573,"('Sattahip', 'Chonburi')","('Ban Chang', 'Rayong')"
574,"('Bo Thong', 'Chonburi')","('Ban Bueng', 'Chonburi')"
575,"('Bo Thong', 'Chonburi')","('Nong Yai', 'Chonburi')"
576,"('Bo Thong', 'Chonburi')","('Phanat Nikhom', 'Chonburi')"
577,"('Bo Thong', 'Chonburi')","('Kaeng Hang Maeo', 'Chanthaburi')"
578,"('Bo Thong', 'Chonburi')","('Tha Takiap', 'Chachoengsao')"
579,"('Bo Thong', 'Chonburi')","('Ko Chan', 'Chonburi')"
580,"('Bo Thong', 'Chonburi')","('Wang Chan', 'Rayong')"
581,"('Bo Thong', 'Chonburi')","('Khao Chamao', 'Rayong')"
582,"('Ko Chan', 'Chonburi')","('Ban Bueng', 'Chonburi')"
583,"('Ko Chan', 'Chonburi')","('Phanat Nikhom', 'Chonburi')"
584,"('Ko Chan', 'Chonburi')","('Sanam Chai Khet', 'Chachoengsao')"
585,"('Ko Chan', 'Chonburi')","('Pleang Yao', 'Chachoengsao')"
586,"('Ko Chan', 'Chonburi')","('Tha Takiap', 'Chachoengsao')"
587,"('Ko Chan', 'Chonburi')","('Bo Thong', 'Chonburi')"
588,"('Mueang Lamphun', 'Lamphun')","('San Pa Tong', 'Chiang Mai')"
589,"('Mueang Lamphun', 'Lamphun')","('San Kamphaeng', 'Chiang Mai')"
590,"('Mueang Lamphun', 'Lamphun')","('Hang Dong', 'Chiang Mai')"
591,"('Mueang Lamphun', 'Lamphun')","('Saraphi', 'Chiang Mai')"
592,"('Mueang Lamphun', 'Lamphun')","('Mae On', 'Chiang Mai')"
593,"('Mueang Lamphun', 'Lamphun')","('Mae Tha', 'Lamphun')"
594,"('Mueang Lamphun', 'Lamphun')","('Pa Sang', 'Lamphun')"
595,"('Mueang Lamphun', 'Lamphun')","('Ban Thi', 'Lamphun')"
596,"('Mae Tha', 'Lamphun')","('Mae On', 'Chiang Mai')"
597,"('Mae Tha', 'Lamphun')","('Mueang Lamphun', 'Lamphun')"
598,"('Mae Tha', 'Lamphun')","('Ban Hong', 'Lamphun')"
599,"('Mae Tha', 'Lamphun')","('Li', 'Lamphun')"
600,"('Mae Tha', 'Lamphun')","('Thung Hua Chang', 'Lamphun')"
601,"('Mae Tha', 'Lamphun')","('Pa Sang', 'Lamphun')"
602,"('Mae Tha', 'Lamphun')","('Ban Thi', 'Lamphun')"
603,"('Mae Tha', 'Lamphun')","('Hang Chat', 'Lampang')"
604,"('Mae Tha', 'Lamphun')","('Mueang Lampang', 'Lampang')"
605,"('Mae Tha', 'Lamphun')","('Soem Ngam', 'Lampang')"
606,"('Ban Hong', 'Lamphun')","('Hot', 'Chiang Mai')"
607,"('Ban Hong', 'Lamphun')","('Mae Tha', 'Lamphun')"
608,"('Ban Hong', 'Lamphun')","('Li', 'Lamphun')"
609,"('Ban Hong', 'Lamphun')","('Thung Hua Chang', 'Lamphun')"
610,"('Ban Hong', 'Lamphun')","('Pa Sang', 'Lamphun')"
611,"('Ban Hong', 'Lamphun')","('Chom Thong', 'Chiang Mai')"
612,"('Ban Hong', 'Lamphun')","('Wiang Nong Long', 'Lamphun')"
613,"('Li', 'Lamphun')","('Hot', 'Chiang Mai')"
614,"('Li', 'Lamphun')","('Doi Tao', 'Chiang Mai')"
615,"('Li', 'Lamphun')","('Mae Tha', 'Lamphun')"
616,"('Li', 'Lamphun')","('Ban Hong', 'Lamphun')"
617,"('Li', 'Lamphun')","('Thung Hua Chang', 'Lamphun')"
618,"('Li', 'Lamphun')","('Mae Phrik', 'Lampang')"
619,"('Li', 'Lamphun')","('Chom Thong', 'Chiang Mai')"
620,"('Li', 'Lamphun')","('Thoen', 'Lampang')"
621,"('Li', 'Lamphun')","('Sam Ngao', 'Tak')"
622,"('Thung Hua Chang', 'Lamphun')","('Mae Tha', 'Lamphun')"
623,"('Thung Hua Chang', 'Lamphun')","('Ban Hong', 'Lamphun')"
624,"('Thung Hua Chang', 'Lamphun')","('Li', 'Lamphun')"
625,"('Thung Hua Chang', 'Lamphun')","('Sop Prap', 'Lampang')"
626,"('Thung Hua Chang', 'Lamphun')","('Soem Ngam', 'Lampang')"
627,"('Thung Hua Chang', 'Lamphun')","('Thoen', 'Lampang')"
628,"('Pa Sang', 'Lamphun')","('San Pa Tong', 'Chiang Mai')"
629,"('Pa Sang', 'Lamphun')","('Mae Wang', 'Chiang Mai')"
630,"('Pa Sang', 'Lamphun')","('Doi Lo', 'Chiang Mai')"
631,"('Pa Sang', 'Lamphun')","('Mueang Lamphun', 'Lamphun')"
632,"('Pa Sang', 'Lamphun')","('Mae Tha', 'Lamphun')"
633,"('Pa Sang', 'Lamphun')","('Ban Hong', 'Lamphun')"
634,"('Pa Sang', 'Lamphun')","('Chom Thong', 'Chiang Mai')"
635,"('Pa Sang', 'Lamphun')","('Wiang Nong Long', 'Lamphun')"
636,"('Ban Thi', 'Lamphun')","('San Kamphaeng', 'Chiang Mai')"
637,"('Ban Thi', 'Lamphun')","('Saraphi', 'Chiang Mai')"
638,"('Ban Thi', 'Lamphun')","('Mae On', 'Chiang Mai')"
639,"('Ban Thi', 'Lamphun')","('Mueang Lamphun', 'Lamphun')"
640,"('Ban Thi', 'Lamphun')","('Mae Tha', 'Lamphun')"
641,"('Wiang Nong Long', 'Lamphun')","('Doi Lo', 'Chiang Mai')"
642,"('Wiang Nong Long', 'Lamphun')","('Ban Hong', 'Lamphun')"
643,"('Wiang Nong Long', 'Lamphun')","('Pa Sang', 'Lamphun')"
644,"('Wiang Nong Long', 'Lamphun')","('Chom Thong', 'Chiang Mai')"
645,"('Mueang Phetchaburi', 'Phetchaburi')","('Khao Yoi', 'Phetchaburi')"
646,"('Mueang Phetchaburi', 'Phetchaburi')","('Tha Yang', 'Phetchaburi')"
647,"('Mueang Phetchaburi', 'Phetchaburi')","('Ban Lat', 'Phetchaburi')"
648,"('Mueang Phetchaburi', 'Phetchaburi')","('Ban Laem', 'Phetchaburi')"
649,"('Khao Yoi', 'Phetchaburi')","('Amphawa', 'Samut Songkhram')"
650,"('Khao Yoi', 'Phetchaburi')","('Pak Tho', 'Ratchaburi')"
651,"('Khao Yoi', 'Phetchaburi')","('Mueang Phetchaburi', 'Phetchaburi')"
652,"('Khao Yoi', 'Phetchaburi')","('Nong Ya Plong', 'Phetchaburi')"
653,"('Khao Yoi', 'Phetchaburi')","('Ban Lat', 'Phetchaburi')"
654,"('Khao Yoi', 'Phetchaburi')","('Ban Laem', 'Phetchaburi')"
655,"('Nong Ya Plong', 'Phetchaburi')","('Pak Tho', 'Ratchaburi')"
656,"('Nong Ya Plong', 'Phetchaburi')","('Ban Kha', 'Ratchaburi')"
657,"('Nong Ya Plong', 'Phetchaburi')","('Khao Yoi', 'Phetchaburi')"
658,"('Nong Ya Plong', 'Phetchaburi')","('Ban Lat', 'Phetchaburi')"
659,"('Nong Ya Plong', 'Phetchaburi')","('Kaeng Krachan', 'Phetchaburi')"
660,"('Tha Yang', 'Phetchaburi')","('Mueang Phetchaburi', 'Phetchaburi')"
661,"('Tha Yang', 'Phetchaburi')","('Hua Hin', 'Prachuap Khiri Khan')"
662,"('Tha Yang', 'Phetchaburi')","('Cha-am', 'Phetchaburi')"
663,"('Tha Yang', 'Phetchaburi')","('Ban Lat', 'Phetchaburi')"
664,"('Tha Yang', 'Phetchaburi')","('Kaeng Krachan', 'Phetchaburi')"
665,"('Cha-am', 'Phetchaburi')","('Tha Yang', 'Phetchaburi')"
666,"('Cha-am', 'Phetchaburi')","('Hua Hin', 'Prachuap Khiri Khan')"
667,"('Ban Lat', 'Phetchaburi')","('Mueang Phetchaburi', 'Phetchaburi')"
668,"('Ban Lat', 'Phetchaburi')","('Khao Yoi', 'Phetchaburi')"
669,"('Ban Lat', 'Phetchaburi')","('Nong Ya Plong', 'Phetchaburi')"
670,"('Ban Lat', 'Phetchaburi')","('Tha Yang', 'Phetchaburi')"
671,"('Ban Lat', 'Phetchaburi')","('Ban Laem', 'Phetchaburi')"
672,"('Ban Lat', 'Phetchaburi')","('Kaeng Krachan', 'Phetchaburi')"
673,"('Ban Laem', 'Phetchaburi')","('Mueang Samut Songkhram', 'Samut Songkhram')"
674,"('Ban Laem', 'Phetchaburi')","('Amphawa', 'Samut Songkhram')"
675,"('Ban Laem', 'Phetchaburi')","('Mueang Phetchaburi', 'Phetchaburi')"
676,"('Ban Laem', 'Phetchaburi')","('Khao Yoi', 'Phetchaburi')"
677,"('Ban Laem', 'Phetchaburi')","('Ban Lat', 'Phetchaburi')"
678,"('Kaeng Krachan', 'Phetchaburi')","('Ban Kha', 'Ratchaburi')"
679,"('Kaeng Krachan', 'Phetchaburi')","('Nong Ya Plong', 'Phetchaburi')"
680,"('Kaeng Krachan', 'Phetchaburi')","('Tha Yang', 'Phetchaburi')"
681,"('Kaeng Krachan', 'Phetchaburi')","('Hua Hin', 'Prachuap Khiri Khan')"
682,"('Kaeng Krachan', 'Phetchaburi')","('Ban Lat', 'Phetchaburi')"
