,Origin,Destination
4790,"('Na Mon', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4791,"('Kamalasai', 'Kalasin')","('Mueang Maha Sarakham', 'Maha Sarakham')"
4792,"('Kamalasai', 'Kalasin')","('Pho Chai', 'Roi Et')"
4793,"('Kamalasai', 'Kalasin')","('Yang Talat', 'Kalasin')"
4794,"('Kamalasai', 'Kalasin')","('Don Chan', 'Kalasin')"
4795,"('Kamalasai', 'Kalasin')","('Khong Chai', 'Kalasin')"
4796,"('Kamalasai', 'Kalasin')","('Changhan', 'Roi Et')"
4797,"('Kamalasai', 'Kalasin')","('Chiang Khwan', 'Roi Et')"
4798,"('Kamalasai', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4799,"('Kamalasai', 'Kalasin')","('Rong Kham', 'Kalasin')"
4800,"('Rong Kham', 'Kalasin')","('Pho Chai', 'Roi Et')"
4801,"('Rong Kham', 'Kalasin')","('Don Chan', 'Kalasin')"
4802,"('Rong Kham', 'Kalasin')","('Changhan', 'Roi Et')"
4803,"('Rong Kham', 'Kalasin')","('Chiang Khwan', 'Roi Et')"
4804,"('Rong Kham', 'Kalasin')","('Mueang Kalasin', 'Kalasin')"
4805,"('Rong Kham', 'Kalasin')","('Kamalasai', 'Kalasin')"
4806,"('Yi-ngo', 'Narathiwat')","('Ra-ngae', 'Narathiwat')"
4807,"('Yi-ngo', 'Narathiwat')","('Rueso', 'Narathiwat')"
4808,"('Yi-ngo', 'Narathiwat')","('Mueang Narathiwat', 'Narathiwat')"
4809,"('Yi-ngo', 'Narathiwat')","('Tak Bai', 'Narathiwat')"
4810,"('Ra-ngae', 'Narathiwat')","('Yi-ngo', 'Narathiwat')"
4811,"('Ra-ngae', 'Narathiwat')","('Rueso', 'Narathiwat')"
4812,"('Ra-ngae', 'Narathiwat')","('Si Sakhon', 'Narathiwat')"
4813,"('Ra-ngae', 'Narathiwat')","('Sukhirin', 'Narathiwat')"
4814,"('Ra-ngae', 'Narathiwat')","('Su-ngai Padi', 'Narathiwat')"
4815,"('Ra-ngae', 'Narathiwat')","('Chanae', 'Narathiwat')"
4816,"('Ra-ngae', 'Narathiwat')","('Mueang Narathiwat', 'Narathiwat')"
4817,"('Ra-ngae', 'Narathiwat')","('Cho-airong', 'Narathiwat')"
4818,"('Rueso', 'Narathiwat')","('Yi-ngo', 'Narathiwat')"
4819,"('Rueso', 'Narathiwat')","('Ra-ngae', 'Narathiwat')"
4820,"('Rueso', 'Narathiwat')","('Si Sakhon', 'Narathiwat')"
4821,"('Rueso', 'Narathiwat')","('Bannang Sata', 'Yala')"
4822,"('Rueso', 'Narathiwat')","('Raman', 'Yala')"
4823,"('Rueso', 'Narathiwat')","('Tak Bai', 'Narathiwat')"
4824,"('Si Sakhon', 'Narathiwat')","('Ra-ngae', 'Narathiwat')"
4825,"('Si Sakhon', 'Narathiwat')","('Rueso', 'Narathiwat')"
4826,"('Si Sakhon', 'Narathiwat')","('Chanae', 'Narathiwat')"
4827,"('Si Sakhon', 'Narathiwat')","('Betong', 'Yala')"
4828,"('Si Sakhon', 'Narathiwat')","('Bannang Sata', 'Yala')"
4829,"('Si Sakhon', 'Narathiwat')","('Than To', 'Yala')"
4830,"('Waeng', 'Narathiwat')","('Sukhirin', 'Narathiwat')"
4831,"('Waeng', 'Narathiwat')","('Su-ngai Kolok', 'Narathiwat')"
4832,"('Waeng', 'Narathiwat')","('Su-ngai Padi', 'Narathiwat')"
4833,"('Sukhirin', 'Narathiwat')","('Ra-ngae', 'Narathiwat')"
4834,"('Sukhirin', 'Narathiwat')","('Waeng', 'Narathiwat')"
4835,"('Sukhirin', 'Narathiwat')","('Su-ngai Padi', 'Narathiwat')"
4836,"('Sukhirin', 'Narathiwat')","('Chanae', 'Narathiwat')"
4837,"('Su-ngai Kolok', 'Narathiwat')","('Waeng', 'Narathiwat')"
4838,"('Su-ngai Kolok', 'Narathiwat')","('Su-ngai Padi', 'Narathiwat')"
4839,"('Su-ngai Kolok', 'Narathiwat')","('Tak Bai', 'Narathiwat')"
4840,"('Su-ngai Padi', 'Narathiwat')","('Ra-ngae', 'Narathiwat')"
4841,"('Su-ngai Padi', 'Narathiwat')","('Waeng', 'Narathiwat')"
4842,"('Su-ngai Padi', 'Narathiwat')","('Sukhirin', 'Narathiwat')"
4843,"('Su-ngai Padi', 'Narathiwat')","('Su-ngai Kolok', 'Narathiwat')"
4844,"('Su-ngai Padi', 'Narathiwat')","('Mueang Narathiwat', 'Narathiwat')"
4845,"('Su-ngai Padi', 'Narathiwat')","('Tak Bai', 'Narathiwat')"
4846,"('Su-ngai Padi', 'Narathiwat')","('Cho-airong', 'Narathiwat')"
4847,"('Chanae', 'Narathiwat')","('Ra-ngae', 'Narathiwat')"
4848,"('Chanae', 'Narathiwat')","('Si Sakhon', 'Narathiwat')"
4849,"('Chanae', 'Narathiwat')","('Sukhirin', 'Narathiwat')"
4850,"('Chanae', 'Narathiwat')","('Betong', 'Yala')"
4851,"('Chanae', 'Narathiwat')","('Than To', 'Yala')"
4852,"('Mueang Narathiwat', 'Narathiwat')","('Yi-ngo', 'Narathiwat')"
4853,"('Mueang Narathiwat', 'Narathiwat')","('Ra-ngae', 'Narathiwat')"
4854,"('Mueang Narathiwat', 'Narathiwat')","('Su-ngai Padi', 'Narathiwat')"
4855,"('Mueang Narathiwat', 'Narathiwat')","('Mai Kaen', 'Pattani')"
4856,"('Mueang Narathiwat', 'Narathiwat')","('Tak Bai', 'Narathiwat')"
4857,"('Mueang Narathiwat', 'Narathiwat')","('Tak Bai', 'Narathiwat')"
4858,"('Mueang Narathiwat', 'Narathiwat')","('Cho-airong', 'Narathiwat')"
4859,"('Tak Bai', 'Narathiwat')","('Su-ngai Kolok', 'Narathiwat')"
4860,"('Tak Bai', 'Narathiwat')","('Su-ngai Padi', 'Narathiwat')"
4861,"('Tak Bai', 'Narathiwat')","('Mueang Narathiwat', 'Narathiwat')"
4862,"('Tak Bai', 'Narathiwat')","('Cho-airong', 'Narathiwat')"
4863,"('Tak Bai', 'Narathiwat')","('Yi-ngo', 'Narathiwat')"
4864,"('Tak Bai', 'Narathiwat')","('Rueso', 'Narathiwat')"
4865,"('Tak Bai', 'Narathiwat')","('Sai Buri', 'Pattani')"
4866,"('Tak Bai', 'Narathiwat')","('Mai Kaen', 'Pattani')"
4867,"('Tak Bai', 'Narathiwat')","('Kapho', 'Pattani')"
4868,"('Tak Bai', 'Narathiwat')","('Raman', 'Yala')"
4869,"('Tak Bai', 'Narathiwat')","('Mueang Narathiwat', 'Narathiwat')"
4870,"('Cho-airong', 'Narathiwat')","('Ra-ngae', 'Narathiwat')"
4871,"('Cho-airong', 'Narathiwat')","('Su-ngai Padi', 'Narathiwat')"
4872,"('Cho-airong', 'Narathiwat')","('Mueang Narathiwat', 'Narathiwat')"
4873,"('Cho-airong', 'Narathiwat')","('Tak Bai', 'Narathiwat')"
4874,"('Phra Nakhon', 'Bangkok')","('Dusit', 'Bangkok')"
4875,"('Phra Nakhon', 'Bangkok')","('Bang Rak', 'Bangkok')"
4876,"('Phra Nakhon', 'Bangkok')","('Phaya Thai', 'Bangkok')"
4877,"('Phra Nakhon', 'Bangkok')","('Pathum Wan', 'Bangkok')"
4878,"('Phra Nakhon', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
4879,"('Phra Nakhon', 'Bangkok')","('Samphanthawong', 'Bangkok')"
4880,"('Phra Nakhon', 'Bangkok')","('Yannawa', 'Bangkok')"
4881,"('Phra Nakhon', 'Bangkok')","('Thon Buri', 'Bangkok')"
4882,"('Phra Nakhon', 'Bangkok')","('Bangkok Yai', 'Bangkok')"
4883,"('Phra Nakhon', 'Bangkok')","('Khlong San', 'Bangkok')"
4884,"('Phra Nakhon', 'Bangkok')","('Taling Chan', 'Bangkok')"
4885,"('Phra Nakhon', 'Bangkok')","('Bangkok Noi', 'Bangkok')"
4886,"('Phra Nakhon', 'Bangkok')","('Phasi Charoen', 'Bangkok')"
4887,"('Phra Nakhon', 'Bangkok')","('Bang Phlat', 'Bangkok')"
4888,"('Phra Nakhon', 'Bangkok')","('Sa Thon', 'Bangkok')"
4889,"('Phra Nakhon', 'Bangkok')","('Rat Thewi', 'Bangkok')"
4890,"('Phra Nakhon', 'Bangkok')","('Bang Kruai', 'Nonthaburi')"
4891,"('Dusit', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
4892,"('Dusit', 'Bangkok')","('Bang Rak', 'Bangkok')"
4893,"('Dusit', 'Bangkok')","('Phaya Thai', 'Bangkok')"
4894,"('Dusit', 'Bangkok')","('Khlong Toei', 'Bangkok')"
4895,"('Dusit', 'Bangkok')","('Pathum Wan', 'Bangkok')"
4896,"('Dusit', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
4897,"('Dusit', 'Bangkok')","('Samphanthawong', 'Bangkok')"
4898,"('Dusit', 'Bangkok')","('Thon Buri', 'Bangkok')"
4899,"('Dusit', 'Bangkok')","('Bangkok Yai', 'Bangkok')"
4900,"('Dusit', 'Bangkok')","('Khlong San', 'Bangkok')"
4901,"('Dusit', 'Bangkok')","('Bangkok Noi', 'Bangkok')"
4902,"('Dusit', 'Bangkok')","('Bang Phlat', 'Bangkok')"
4903,"('Dusit', 'Bangkok')","('Din Daeng', 'Bangkok')"
4904,"('Dusit', 'Bangkok')","('Bang Su', 'Bangkok')"
4905,"('Dusit', 'Bangkok')","('Chatuchak', 'Bangkok')"
4906,"('Dusit', 'Bangkok')","('Rat Thewi', 'Bangkok')"
4907,"('Dusit', 'Bangkok')","('Watthana', 'Bangkok')"
4908,"('Dusit', 'Bangkok')","('Mueang Nonthaburi', 'Nonthaburi')"
4909,"('Dusit', 'Bangkok')","('Bang Kruai', 'Nonthaburi')"
4910,"('Bang Rak', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
4911,"('Bang Rak', 'Bangkok')","('Dusit', 'Bangkok')"
4912,"('Bang Rak', 'Bangkok')","('Khlong Toei', 'Bangkok')"
4913,"('Bang Rak', 'Bangkok')","('Pathum Wan', 'Bangkok')"
4914,"('Bang Rak', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
4915,"('Bang Rak', 'Bangkok')","('Samphanthawong', 'Bangkok')"
4916,"('Bang Rak', 'Bangkok')","('Yannawa', 'Bangkok')"
4917,"('Bang Rak', 'Bangkok')","('Thon Buri', 'Bangkok')"
4918,"('Bang Rak', 'Bangkok')","('Huai Khwang', 'Bangkok')"
4919,"('Bang Rak', 'Bangkok')","('Khlong San', 'Bangkok')"
4920,"('Bang Rak', 'Bangkok')","('Din Daeng', 'Bangkok')"
4921,"('Bang Rak', 'Bangkok')","('Sa Thon', 'Bangkok')"
4922,"('Bang Rak', 'Bangkok')","('Bang Kho Laem', 'Bangkok')"
4923,"('Bang Rak', 'Bangkok')","('Rat Thewi', 'Bangkok')"
4924,"('Bang Rak', 'Bangkok')","('Watthana', 'Bangkok')"
4925,"('Bang Rak', 'Bangkok')","('Phra Pradaeng', 'Samut Prakan')"
4926,"('Phaya Thai', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
4927,"('Phaya Thai', 'Bangkok')","('Dusit', 'Bangkok')"
4928,"('Phaya Thai', 'Bangkok')","('Pathum Wan', 'Bangkok')"
4929,"('Phaya Thai', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
4930,"('Phaya Thai', 'Bangkok')","('Samphanthawong', 'Bangkok')"
4931,"('Phaya Thai', 'Bangkok')","('Huai Khwang', 'Bangkok')"
4932,"('Phaya Thai', 'Bangkok')","('Bang Phlat', 'Bangkok')"
4933,"('Phaya Thai', 'Bangkok')","('Din Daeng', 'Bangkok')"
4934,"('Phaya Thai', 'Bangkok')","('Bang Su', 'Bangkok')"
4935,"('Phaya Thai', 'Bangkok')","('Chatuchak', 'Bangkok')"
4936,"('Phaya Thai', 'Bangkok')","('Rat Thewi', 'Bangkok')"
4937,"('Phaya Thai', 'Bangkok')","('Watthana', 'Bangkok')"
4938,"('Phaya Thai', 'Bangkok')","('Mueang Nonthaburi', 'Nonthaburi')"
4939,"('Phaya Thai', 'Bangkok')","('Bang Kruai', 'Nonthaburi')"
4940,"('Nong Chok', 'Bangkok')","('Ongkharak', 'Nakhon Nayok')"
4941,"('Nong Chok', 'Bangkok')","('Min Buri', 'Bangkok')"
4942,"('Nong Chok', 'Bangkok')","('Lat Krabang', 'Bangkok')"
4943,"('Nong Chok', 'Bangkok')","('Khlong Sam Wa', 'Bangkok')"
4944,"('Nong Chok', 'Bangkok')","('Lam Luk Ka', 'Pathum Thani')"
4945,"('Nong Chok', 'Bangkok')","('Mueang Chachoengsao', 'Chachoengsao')"
4946,"('Nong Chok', 'Bangkok')","('Bang Nam Priao', 'Chachoengsao')"
4947,"('Khlong Toei', 'Bangkok')","('Dusit', 'Bangkok')"
4948,"('Khlong Toei', 'Bangkok')","('Bang Rak', 'Bangkok')"
4949,"('Khlong Toei', 'Bangkok')","('Phra Khanong', 'Bangkok')"
4950,"('Khlong Toei', 'Bangkok')","('Bang Kapi', 'Bangkok')"
4951,"('Khlong Toei', 'Bangkok')","('Pathum Wan', 'Bangkok')"
4952,"('Khlong Toei', 'Bangkok')","('Yannawa', 'Bangkok')"
4953,"('Khlong Toei', 'Bangkok')","('Huai Khwang', 'Bangkok')"
4954,"('Khlong Toei', 'Bangkok')","('Din Daeng', 'Bangkok')"
4955,"('Khlong Toei', 'Bangkok')","('Sa Thon', 'Bangkok')"
4956,"('Khlong Toei', 'Bangkok')","('Bang Kho Laem', 'Bangkok')"
4957,"('Khlong Toei', 'Bangkok')","('Suan Luang', 'Bangkok')"
4958,"('Khlong Toei', 'Bangkok')","('Rat Thewi', 'Bangkok')"
4959,"('Khlong Toei', 'Bangkok')","('Watthana', 'Bangkok')"
4960,"('Khlong Toei', 'Bangkok')","('Wang Thong Lang', 'Bangkok')"
4961,"('Khlong Toei', 'Bangkok')","('Bang Na', 'Bangkok')"
4962,"('Khlong Toei', 'Bangkok')","('Phra Pradaeng', 'Samut Prakan')"
4963,"('Bang Khen', 'Bangkok')","('Min Buri', 'Bangkok')"
4964,"('Bang Khen', 'Bangkok')","('Don Mueang', 'Bangkok')"
4965,"('Bang Khen', 'Bangkok')","('Bung Kum', 'Bangkok')"
4966,"('Bang Khen', 'Bangkok')","('Chatuchak', 'Bangkok')"
4967,"('Bang Khen', 'Bangkok')","('Lat Phrao', 'Bangkok')"
4968,"('Bang Khen', 'Bangkok')","('Lak Si', 'Bangkok')"
4969,"('Bang Khen', 'Bangkok')","('Sai Mai', 'Bangkok')"
4970,"('Bang Khen', 'Bangkok')","('Khanna Yao', 'Bangkok')"
4971,"('Bang Khen', 'Bangkok')","('Khlong Sam Wa', 'Bangkok')"
4972,"('Bang Khen', 'Bangkok')","('Pak Kret', 'Nonthaburi')"
4973,"('Bang Khen', 'Bangkok')","('Lam Luk Ka', 'Pathum Thani')"
4974,"('Phra Khanong', 'Bangkok')","('Khlong Toei', 'Bangkok')"
4975,"('Phra Khanong', 'Bangkok')","('Prawet', 'Bangkok')"
4976,"('Phra Khanong', 'Bangkok')","('Suan Luang', 'Bangkok')"
4977,"('Phra Khanong', 'Bangkok')","('Watthana', 'Bangkok')"
4978,"('Phra Khanong', 'Bangkok')","('Bang Na', 'Bangkok')"
4979,"('Phra Khanong', 'Bangkok')","('Mueang Samut Prakan', 'Samut Prakan')"
4980,"('Phra Khanong', 'Bangkok')","('Bang Phli', 'Samut Prakan')"
4981,"('Phra Khanong', 'Bangkok')","('Phra Pradaeng', 'Samut Prakan')"
4982,"('Bang Kapi', 'Bangkok')","('Khlong Toei', 'Bangkok')"
4983,"('Bang Kapi', 'Bangkok')","('Min Buri', 'Bangkok')"
4984,"('Bang Kapi', 'Bangkok')","('Huai Khwang', 'Bangkok')"
4985,"('Bang Kapi', 'Bangkok')","('Bung Kum', 'Bangkok')"
4986,"('Bang Kapi', 'Bangkok')","('Chatuchak', 'Bangkok')"
4987,"('Bang Kapi', 'Bangkok')","('Prawet', 'Bangkok')"
4988,"('Bang Kapi', 'Bangkok')","('Suan Luang', 'Bangkok')"
4989,"('Bang Kapi', 'Bangkok')","('Lat Phrao', 'Bangkok')"
4990,"('Bang Kapi', 'Bangkok')","('Watthana', 'Bangkok')"
4991,"('Bang Kapi', 'Bangkok')","('Khanna Yao', 'Bangkok')"
4992,"('Bang Kapi', 'Bangkok')","('Saphan Sung', 'Bangkok')"
4993,"('Bang Kapi', 'Bangkok')","('Wang Thong Lang', 'Bangkok')"
4994,"('Bang Kapi', 'Bangkok')","('Bang Phli', 'Samut Prakan')"
4995,"('Pathum Wan', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
4996,"('Pathum Wan', 'Bangkok')","('Dusit', 'Bangkok')"
4997,"('Pathum Wan', 'Bangkok')","('Bang Rak', 'Bangkok')"
4998,"('Pathum Wan', 'Bangkok')","('Phaya Thai', 'Bangkok')"
4999,"('Pathum Wan', 'Bangkok')","('Khlong Toei', 'Bangkok')"
5000,"('Pathum Wan', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
5001,"('Pathum Wan', 'Bangkok')","('Samphanthawong', 'Bangkok')"
5002,"('Pathum Wan', 'Bangkok')","('Yannawa', 'Bangkok')"
5003,"('Pathum Wan', 'Bangkok')","('Thon Buri', 'Bangkok')"
5004,"('Pathum Wan', 'Bangkok')","('Huai Khwang', 'Bangkok')"
5005,"('Pathum Wan', 'Bangkok')","('Khlong San', 'Bangkok')"
5006,"('Pathum Wan', 'Bangkok')","('Bang Phlat', 'Bangkok')"
5007,"('Pathum Wan', 'Bangkok')","('Din Daeng', 'Bangkok')"
5008,"('Pathum Wan', 'Bangkok')","('Sa Thon', 'Bangkok')"
5009,"('Pathum Wan', 'Bangkok')","('Bang Kho Laem', 'Bangkok')"
5010,"('Pathum Wan', 'Bangkok')","('Rat Thewi', 'Bangkok')"
5011,"('Pathum Wan', 'Bangkok')","('Watthana', 'Bangkok')"
5012,"('Pathum Wan', 'Bangkok')","('Phra Pradaeng', 'Samut Prakan')"
5013,"('Pom Prap Sattruphai', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
5014,"('Pom Prap Sattruphai', 'Bangkok')","('Dusit', 'Bangkok')"
5015,"('Pom Prap Sattruphai', 'Bangkok')","('Bang Rak', 'Bangkok')"
5016,"('Pom Prap Sattruphai', 'Bangkok')","('Phaya Thai', 'Bangkok')"
5017,"('Pom Prap Sattruphai', 'Bangkok')","('Pathum Wan', 'Bangkok')"
5018,"('Pom Prap Sattruphai', 'Bangkok')","('Samphanthawong', 'Bangkok')"
5019,"('Pom Prap Sattruphai', 'Bangkok')","('Yannawa', 'Bangkok')"
5020,"('Pom Prap Sattruphai', 'Bangkok')","('Thon Buri', 'Bangkok')"
5021,"('Pom Prap Sattruphai', 'Bangkok')","('Bangkok Yai', 'Bangkok')"
5022,"('Pom Prap Sattruphai', 'Bangkok')","('Khlong San', 'Bangkok')"
5023,"('Pom Prap Sattruphai', 'Bangkok')","('Bangkok Noi', 'Bangkok')"
5024,"('Pom Prap Sattruphai', 'Bangkok')","('Bang Phlat', 'Bangkok')"
5025,"('Pom Prap Sattruphai', 'Bangkok')","('Sa Thon', 'Bangkok')"
5026,"('Pom Prap Sattruphai', 'Bangkok')","('Rat Thewi', 'Bangkok')"
5027,"('Min Buri', 'Bangkok')","('Nong Chok', 'Bangkok')"
5028,"('Min Buri', 'Bangkok')","('Bang Khen', 'Bangkok')"
5029,"('Min Buri', 'Bangkok')","('Bang Kapi', 'Bangkok')"
5030,"('Min Buri', 'Bangkok')","('Lat Krabang', 'Bangkok')"
5031,"('Min Buri', 'Bangkok')","('Khanna Yao', 'Bangkok')"
5032,"('Min Buri', 'Bangkok')","('Saphan Sung', 'Bangkok')"
5033,"('Min Buri', 'Bangkok')","('Khlong Sam Wa', 'Bangkok')"
5034,"('Samphanthawong', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
5035,"('Samphanthawong', 'Bangkok')","('Dusit', 'Bangkok')"
5036,"('Samphanthawong', 'Bangkok')","('Bang Rak', 'Bangkok')"
5037,"('Samphanthawong', 'Bangkok')","('Phaya Thai', 'Bangkok')"
5038,"('Samphanthawong', 'Bangkok')","('Pathum Wan', 'Bangkok')"
5039,"('Samphanthawong', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
5040,"('Samphanthawong', 'Bangkok')","('Yannawa', 'Bangkok')"
5041,"('Samphanthawong', 'Bangkok')","('Thon Buri', 'Bangkok')"
5042,"('Samphanthawong', 'Bangkok')","('Bangkok Yai', 'Bangkok')"
5043,"('Samphanthawong', 'Bangkok')","('Khlong San', 'Bangkok')"
5044,"('Samphanthawong', 'Bangkok')","('Bangkok Noi', 'Bangkok')"
5045,"('Samphanthawong', 'Bangkok')","('Bang Phlat', 'Bangkok')"
5046,"('Samphanthawong', 'Bangkok')","('Sa Thon', 'Bangkok')"
5047,"('Samphanthawong', 'Bangkok')","('Bang Kho Laem', 'Bangkok')"
5048,"('Samphanthawong', 'Bangkok')","('Chom Thong', 'Bangkok')"
5049,"('Samphanthawong', 'Bangkok')","('Rat Thewi', 'Bangkok')"
5050,"('Lat Krabang', 'Bangkok')","('Nong Chok', 'Bangkok')"
5051,"('Lat Krabang', 'Bangkok')","('Min Buri', 'Bangkok')"
5052,"('Lat Krabang', 'Bangkok')","('Prawet', 'Bangkok')"
5053,"('Lat Krabang', 'Bangkok')","('Khanna Yao', 'Bangkok')"
5054,"('Lat Krabang', 'Bangkok')","('Saphan Sung', 'Bangkok')"
5055,"('Lat Krabang', 'Bangkok')","('Khlong Sam Wa', 'Bangkok')"
5056,"('Lat Krabang', 'Bangkok')","('Bang Bo', 'Samut Prakan')"
5057,"('Lat Krabang', 'Bangkok')","('Bang Phli', 'Samut Prakan')"
5058,"('Lat Krabang', 'Bangkok')","('Bang Sao Thong', 'Samut Prakan')"
5059,"('Lat Krabang', 'Bangkok')","('Mueang Chachoengsao', 'Chachoengsao')"
5060,"('Yannawa', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
5061,"('Yannawa', 'Bangkok')","('Bang Rak', 'Bangkok')"
5062,"('Yannawa', 'Bangkok')","('Khlong Toei', 'Bangkok')"
5063,"('Yannawa', 'Bangkok')","('Pathum Wan', 'Bangkok')"
5064,"('Yannawa', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
5065,"('Yannawa', 'Bangkok')","('Samphanthawong', 'Bangkok')"
5066,"('Yannawa', 'Bangkok')","('Thon Buri', 'Bangkok')"
5067,"('Yannawa', 'Bangkok')","('Khlong San', 'Bangkok')"
5068,"('Yannawa', 'Bangkok')","('Rat Burana', 'Bangkok')"
5069,"('Yannawa', 'Bangkok')","('Sa Thon', 'Bangkok')"
5070,"('Yannawa', 'Bangkok')","('Bang Kho Laem', 'Bangkok')"
5071,"('Yannawa', 'Bangkok')","('Watthana', 'Bangkok')"
5072,"('Yannawa', 'Bangkok')","('Thung Khu', 'Bangkok')"
5073,"('Yannawa', 'Bangkok')","('Mueang Samut Prakan', 'Samut Prakan')"
5074,"('Yannawa', 'Bangkok')","('Phra Pradaeng', 'Samut Prakan')"
5075,"('Thon Buri', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
5076,"('Thon Buri', 'Bangkok')","('Dusit', 'Bangkok')"
5077,"('Thon Buri', 'Bangkok')","('Bang Rak', 'Bangkok')"
5078,"('Thon Buri', 'Bangkok')","('Pathum Wan', 'Bangkok')"
5079,"('Thon Buri', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
5080,"('Thon Buri', 'Bangkok')","('Samphanthawong', 'Bangkok')"
5081,"('Thon Buri', 'Bangkok')","('Yannawa', 'Bangkok')"
5082,"('Thon Buri', 'Bangkok')","('Bangkok Yai', 'Bangkok')"
5083,"('Thon Buri', 'Bangkok')","('Khlong San', 'Bangkok')"
5084,"('Thon Buri', 'Bangkok')","('Taling Chan', 'Bangkok')"
5085,"('Thon Buri', 'Bangkok')","('Bangkok Noi', 'Bangkok')"
5086,"('Thon Buri', 'Bangkok')","('Bang Khun Thian', 'Bangkok')"
5087,"('Thon Buri', 'Bangkok')","('Phasi Charoen', 'Bangkok')"
5088,"('Thon Buri', 'Bangkok')","('Rat Burana', 'Bangkok')"
5089,"('Thon Buri', 'Bangkok')","('Bang Phlat', 'Bangkok')"
5090,"('Thon Buri', 'Bangkok')","('Sa Thon', 'Bangkok')"
5091,"('Thon Buri', 'Bangkok')","('Bang Kho Laem', 'Bangkok')"
5092,"('Thon Buri', 'Bangkok')","('Chom Thong', 'Bangkok')"
5093,"('Thon Buri', 'Bangkok')","('Bang Bon', 'Bangkok')"
5094,"('Thon Buri', 'Bangkok')","('Phra Pradaeng', 'Samut Prakan')"
5095,"('Bangkok Yai', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
5096,"('Bangkok Yai', 'Bangkok')","('Dusit', 'Bangkok')"
5097,"('Bangkok Yai', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
5098,"('Bangkok Yai', 'Bangkok')","('Samphanthawong', 'Bangkok')"
5099,"('Bangkok Yai', 'Bangkok')","('Thon Buri', 'Bangkok')"
5100,"('Bangkok Yai', 'Bangkok')","('Khlong San', 'Bangkok')"
5101,"('Bangkok Yai', 'Bangkok')","('Taling Chan', 'Bangkok')"
5102,"('Bangkok Yai', 'Bangkok')","('Bangkok Noi', 'Bangkok')"
5103,"('Bangkok Yai', 'Bangkok')","('Phasi Charoen', 'Bangkok')"
5104,"('Bangkok Yai', 'Bangkok')","('Bang Phlat', 'Bangkok')"
5105,"('Bangkok Yai', 'Bangkok')","('Sa Thon', 'Bangkok')"
5106,"('Bangkok Yai', 'Bangkok')","('Bang Kho Laem', 'Bangkok')"
5107,"('Bangkok Yai', 'Bangkok')","('Chom Thong', 'Bangkok')"
5108,"('Huai Khwang', 'Bangkok')","('Bang Rak', 'Bangkok')"
5109,"('Huai Khwang', 'Bangkok')","('Phaya Thai', 'Bangkok')"
5110,"('Huai Khwang', 'Bangkok')","('Khlong Toei', 'Bangkok')"
5111,"('Huai Khwang', 'Bangkok')","('Bang Kapi', 'Bangkok')"
5112,"('Huai Khwang', 'Bangkok')","('Pathum Wan', 'Bangkok')"
5113,"('Huai Khwang', 'Bangkok')","('Din Daeng', 'Bangkok')"
5114,"('Huai Khwang', 'Bangkok')","('Bung Kum', 'Bangkok')"
5115,"('Huai Khwang', 'Bangkok')","('Sa Thon', 'Bangkok')"
5116,"('Huai Khwang', 'Bangkok')","('Bang Su', 'Bangkok')"
5117,"('Huai Khwang', 'Bangkok')","('Chatuchak', 'Bangkok')"
5118,"('Huai Khwang', 'Bangkok')","('Suan Luang', 'Bangkok')"
5119,"('Huai Khwang', 'Bangkok')","('Rat Thewi', 'Bangkok')"
5120,"('Huai Khwang', 'Bangkok')","('Lat Phrao', 'Bangkok')"
5121,"('Huai Khwang', 'Bangkok')","('Watthana', 'Bangkok')"
5122,"('Huai Khwang', 'Bangkok')","('Wang Thong Lang', 'Bangkok')"
5123,"('Khlong San', 'Bangkok')","('Phra Nakhon', 'Bangkok')"
5124,"('Khlong San', 'Bangkok')","('Dusit', 'Bangkok')"
5125,"('Khlong San', 'Bangkok')","('Bang Rak', 'Bangkok')"
5126,"('Khlong San', 'Bangkok')","('Pathum Wan', 'Bangkok')"
5127,"('Khlong San', 'Bangkok')","('Pom Prap Sattruphai', 'Bangkok')"
5128,"('Khlong San', 'Bangkok')","('Samphanthawong', 'Bangkok')"
5129,"('Khlong San', 'Bangkok')","('Yannawa', 'Bangkok')"
5130,"('Khlong San', 'Bangkok')","('Thon Buri', 'Bangkok')"
