,Origin,Destination,Distance
1112,"('Mueang Uttaradit', 'Uttaradit')","('Tha Pla', 'Uttaradit')",43.0 km
1113,"('Mueang Uttaradit', 'Uttaradit')","('Laplae', 'Uttaradit')",7.9 km
1114,"('Mueang Uttaradit', 'Uttaradit')","('Thong Saen Khan', 'Uttaradit')",38.2 km
1115,"('Tron', 'Uttaradit')","('Si Nakhon', 'Sukhothai')",24.3 km
1116,"('Tron', 'Uttaradit')","('Wat Bot', 'Phitsanulok')",71.5 km
1117,"('Tron', 'Uttaradit')","('Si Satchanalai', 'Sukhothai')",45.5 km
1118,"('Tron', 'Uttaradit')","('Sawankhalok', 'Sukhothai')",43.0 km
1119,"('Tron', 'Uttaradit')","('Mueang Uttaradit', 'Uttaradit')",19.3 km
1120,"('Tron', 'Uttaradit')","('Phichai', 'Uttaradit')",27.8 km
1121,"('Tron', 'Uttaradit')","('Laplae', 'Uttaradit')",25.2 km
1122,"('Tron', 'Uttaradit')","('Thong Saen Khan', 'Uttaradit')",29.7 km
1123,"('Tha Pla', 'Uttaradit')","('Sung Men', 'Phrae')",86.5 km
1124,"('Tha Pla', 'Uttaradit')","('Den Chai', 'Phrae')",78.9 km
1125,"('Tha Pla', 'Uttaradit')","('Na Muen', 'Nan')",132 km
1126,"('Tha Pla', 'Uttaradit')","('Mueang Uttaradit', 'Uttaradit')",41.8 km
1127,"('Tha Pla', 'Uttaradit')","('Nam Pat', 'Uttaradit')",55.4 km
1128,"('Tha Pla', 'Uttaradit')","('Fak Tha', 'Uttaradit')",96.5 km
1129,"('Tha Pla', 'Uttaradit')","('Thong Saen Khan', 'Uttaradit')",59.8 km
1130,"('Tha Pla', 'Uttaradit')","('Mueang Phrae', 'Phrae')",98.9 km
1131,"('Nam Pat', 'Uttaradit')","('Chat Trakan', 'Phitsanulok')",97.6 km
1132,"('Nam Pat', 'Uttaradit')","('Tha Pla', 'Uttaradit')",56.7 km
1133,"('Nam Pat', 'Uttaradit')","('Fak Tha', 'Uttaradit')",41.1 km
1134,"('Nam Pat', 'Uttaradit')","('Ban Khok', 'Uttaradit')",88.7 km
1135,"('Nam Pat', 'Uttaradit')","('Thong Saen Khan', 'Uttaradit')",52.6 km
1136,"('Fak Tha', 'Uttaradit')","('Na Noi', 'Nan')",101 km
1137,"('Fak Tha', 'Uttaradit')","('Na Muen', 'Nan')",121 km
1138,"('Fak Tha', 'Uttaradit')","('Tha Pla', 'Uttaradit')",97.7 km
1139,"('Fak Tha', 'Uttaradit')","('Nam Pat', 'Uttaradit')",41.1 km
1140,"('Fak Tha', 'Uttaradit')","('Ban Khok', 'Uttaradit')",46.7 km
1141,"('Ban Khok', 'Uttaradit')","('Na Noi', 'Nan')",91.7 km
1142,"('Ban Khok', 'Uttaradit')","('Wiang Sa', 'Nan')",131 km
1143,"('Ban Khok', 'Uttaradit')","('Na Muen', 'Nan')",111 km
1144,"('Ban Khok', 'Uttaradit')","('Nam Pat', 'Uttaradit')",88.7 km
1145,"('Ban Khok', 'Uttaradit')","('Fak Tha', 'Uttaradit')",46.7 km
1146,"('Phichai', 'Uttaradit')","('Si Nakhon', 'Sukhothai')",15.1 km
1147,"('Phichai', 'Uttaradit')","('Phrom Phiram', 'Phitsanulok')",40.2 km
1148,"('Phichai', 'Uttaradit')","('Wat Bot', 'Phitsanulok')",55.9 km
1149,"('Phichai', 'Uttaradit')","('Si Samrong', 'Sukhothai')",34.9 km
1150,"('Phichai', 'Uttaradit')","('Sawankhalok', 'Sukhothai')",33.8 km
1151,"('Phichai', 'Uttaradit')","('Tron', 'Uttaradit')",27.8 km
1152,"('Phichai', 'Uttaradit')","('Thong Saen Khan', 'Uttaradit')",43.5 km
1153,"('Laplae', 'Uttaradit')","('Si Nakhon', 'Sukhothai')",41.7 km
1154,"('Laplae', 'Uttaradit')","('Si Satchanalai', 'Sukhothai')",39.1 km
1155,"('Laplae', 'Uttaradit')","('Sawankhalok', 'Sukhothai')",55.6 km
1156,"('Laplae', 'Uttaradit')","('Den Chai', 'Phrae')",60.5 km
1157,"('Laplae', 'Uttaradit')","('Wang Chin', 'Phrae')",102 km
1158,"('Laplae', 'Uttaradit')","('Mueang Uttaradit', 'Uttaradit')",7.9 km
1159,"('Laplae', 'Uttaradit')","('Tron', 'Uttaradit')",25.4 km
1160,"('Thong Saen Khan', 'Uttaradit')","('Chat Trakan', 'Phitsanulok')",50.8 km
1161,"('Thong Saen Khan', 'Uttaradit')","('Wat Bot', 'Phitsanulok')",65.8 km
1162,"('Thong Saen Khan', 'Uttaradit')","('Mueang Uttaradit', 'Uttaradit')",38.3 km
1163,"('Thong Saen Khan', 'Uttaradit')","('Tron', 'Uttaradit')",29.8 km
1164,"('Thong Saen Khan', 'Uttaradit')","('Tha Pla', 'Uttaradit')",58.5 km
1165,"('Thong Saen Khan', 'Uttaradit')","('Nam Pat', 'Uttaradit')",52.6 km
1166,"('Thong Saen Khan', 'Uttaradit')","('Phichai', 'Uttaradit')",43.2 km
1167,"('Mae Phrik', 'Lampang')","('Li', 'Lamphun')",75.1 km
1168,"('Mae Phrik', 'Lampang')","('Thoen', 'Lampang')",28.3 km
1169,"('Mae Phrik', 'Lampang')","('Ban Tak', 'Tak')",52.6 km
1170,"('Mae Phrik', 'Lampang')","('Sam Ngao', 'Tak')",39.4 km
1171,"('Mae Tha', 'Lampang')","('Long', 'Phrae')",52.5 km
1172,"('Mae Tha', 'Lampang')","('Wang Chin', 'Phrae')",57.7 km
1173,"('Mae Tha', 'Lampang')","('Sop Prap', 'Lampang')",51.0 km
1174,"('Mae Tha', 'Lampang')","('Hang Chat', 'Lampang')",38.1 km
1175,"('Mae Tha', 'Lampang')","('Mueang Lampang', 'Lampang')",25.2 km
1176,"('Mae Tha', 'Lampang')","('Mae Mo', 'Lampang')",26.0 km
1177,"('Mae Tha', 'Lampang')","('Ko kha', 'Lampang')",18.3 km
1178,"('Sop Prap', 'Lampang')","('Wang Chin', 'Phrae')",91.0 km
1179,"('Sop Prap', 'Lampang')","('Thung Hua Chang', 'Lamphun')",67.0 km
1180,"('Sop Prap', 'Lampang')","('Mae Tha', 'Lampang')",48.1 km
1181,"('Sop Prap', 'Lampang')","('Ko kha', 'Lampang')",38.8 km
1182,"('Sop Prap', 'Lampang')","('Soem Ngam', 'Lampang')",28.3 km
1183,"('Sop Prap', 'Lampang')","('Thoen', 'Lampang')",41.2 km
1184,"('Hang Chat', 'Lampang')","('Mae Tha', 'Lamphun')",33.6 km
1185,"('Hang Chat', 'Lampang')","('Mae Tha', 'Lampang')",39.6 km
1186,"('Hang Chat', 'Lampang')","('Mueang Lampang', 'Lampang')",23.9 km
1187,"('Hang Chat', 'Lampang')","('Ko kha', 'Lampang')",22.2 km
1188,"('Hang Chat', 'Lampang')","('Soem Ngam', 'Lampang')",45.4 km
1189,"('Mueang Pan', 'Lampang')","('Mae On', 'Chiang Mai')",77.6 km
1190,"('Mueang Pan', 'Lampang')","('Wiang Pa Pao', 'Chiang Rai')",93.2 km
1191,"('Mueang Pan', 'Lampang')","('Doi Saket', 'Chiang Mai')",78.1 km
1192,"('Mueang Pan', 'Lampang')","('Mueang Lampang', 'Lampang')",63.3 km
1193,"('Mueang Pan', 'Lampang')","('Chae Hom', 'Lampang')",17.9 km
1194,"('Mueang Pan', 'Lampang')","('Wang Nuea', 'Lampang')",57.8 km
1195,"('Mueang Lampang', 'Lampang')","('Mae On', 'Chiang Mai')",115 km
1196,"('Mueang Lampang', 'Lampang')","('Mae Tha', 'Lamphun')",54.2 km
1197,"('Mueang Lampang', 'Lampang')","('Mae Tha', 'Lampang')",25.5 km
1198,"('Mueang Lampang', 'Lampang')","('Hang Chat', 'Lampang')",21.7 km
1199,"('Mueang Lampang', 'Lampang')","('Mueang Pan', 'Lampang')",63.3 km
1200,"('Mueang Lampang', 'Lampang')","('Mae Mo', 'Lampang')",20.2 km
1201,"('Mueang Lampang', 'Lampang')","('Ko kha', 'Lampang')",17.1 km
1202,"('Mueang Lampang', 'Lampang')","('Ngao', 'Lampang')",85.1 km
1203,"('Mueang Lampang', 'Lampang')","('Chae Hom', 'Lampang')",54.4 km
1204,"('Mae Mo', 'Lampang')","('Long', 'Phrae')",59.9 km
1205,"('Mae Mo', 'Lampang')","('Song', 'Phrae')",124 km
1206,"('Mae Mo', 'Lampang')","('Mae Tha', 'Lampang')",25.8 km
1207,"('Mae Mo', 'Lampang')","('Mueang Lampang', 'Lampang')",20.1 km
1208,"('Mae Mo', 'Lampang')","('Ngao', 'Lampang')",85.8 km
1209,"('Mae Mo', 'Lampang')","('Chae Hom', 'Lampang')",73.7 km
1210,"('Ko kha', 'Lampang')","('Mae Tha', 'Lampang')",23.8 km
1211,"('Ko kha', 'Lampang')","('Sop Prap', 'Lampang')",43.7 km
1212,"('Ko kha', 'Lampang')","('Hang Chat', 'Lampang')",21.1 km
1213,"('Ko kha', 'Lampang')","('Mueang Lampang', 'Lampang')",17.0 km
1214,"('Ko kha', 'Lampang')","('Soem Ngam', 'Lampang')",23.6 km
1215,"('Soem Ngam', 'Lampang')","('Mae Tha', 'Lamphun')",74.6 km
1216,"('Soem Ngam', 'Lampang')","('Thung Hua Chang', 'Lamphun')",51.3 km
1217,"('Soem Ngam', 'Lampang')","('Sop Prap', 'Lampang')",28.5 km
1218,"('Soem Ngam', 'Lampang')","('Hang Chat', 'Lampang')",44.4 km
1219,"('Soem Ngam', 'Lampang')","('Ko kha', 'Lampang')",23.6 km
1220,"('Soem Ngam', 'Lampang')","('Thoen', 'Lampang')",62.4 km
1221,"('Ngao', 'Lampang')","('Song', 'Phrae')",51.7 km
1222,"('Ngao', 'Lampang')","('Mueang Phayao', 'Phayao')",53.5 km
1223,"('Ngao', 'Lampang')","('Mueang Phayao', 'Phayao')",99.0 km
1224,"('Ngao', 'Lampang')","('Mueang Phayao', 'Phayao')",54.2 km
1225,"('Ngao', 'Lampang')","('Mueang Lampang', 'Lampang')",84.6 km
1226,"('Ngao', 'Lampang')","('Mae Mo', 'Lampang')",83.1 km
1227,"('Ngao', 'Lampang')","('Chae Hom', 'Lampang')",105 km
1228,"('Ngao', 'Lampang')","('Wang Nuea', 'Lampang')",86.0 km
1229,"('Chae Hom', 'Lampang')","('Mueang Pan', 'Lampang')",17.8 km
1230,"('Chae Hom', 'Lampang')","('Mueang Lampang', 'Lampang')",54.4 km
1231,"('Chae Hom', 'Lampang')","('Mae Mo', 'Lampang')",74.1 km
1232,"('Chae Hom', 'Lampang')","('Ngao', 'Lampang')",110 km
1233,"('Chae Hom', 'Lampang')","('Wang Nuea', 'Lampang')",54.4 km
1234,"('Wang Nuea', 'Lampang')","('Mueang Phayao', 'Phayao')",58.5 km
1235,"('Wang Nuea', 'Lampang')","('Mueang Phayao', 'Phayao')",76.1 km
1236,"('Wang Nuea', 'Lampang')","('Phan', 'Chiang Rai')",96.8 km
1237,"('Wang Nuea', 'Lampang')","('Wiang Pa Pao', 'Chiang Rai')",36.8 km
1238,"('Wang Nuea', 'Lampang')","('Mueang Pan', 'Lampang')",57.8 km
1239,"('Wang Nuea', 'Lampang')","('Ngao', 'Lampang')",85.7 km
1240,"('Wang Nuea', 'Lampang')","('Chae Hom', 'Lampang')",54.4 km
1241,"('Thoen', 'Lampang')","('Thung Saliam', 'Sukhothai')",65.1 km
1242,"('Thoen', 'Lampang')","('Ban Dan Lan Hoi', 'Sukhothai')",98.2 km
1243,"('Thoen', 'Lampang')","('Si Satchanalai', 'Sukhothai')",107 km
1244,"('Thoen', 'Lampang')","('Si Samrong', 'Sukhothai')",110 km
1245,"('Thoen', 'Lampang')","('Wang Chin', 'Phrae')",54.2 km
1246,"('Thoen', 'Lampang')","('Li', 'Lamphun')",51.1 km
1247,"('Thoen', 'Lampang')","('Thung Hua Chang', 'Lamphun')",83.4 km
1248,"('Thoen', 'Lampang')","('Mae Phrik', 'Lampang')",24.2 km
1249,"('Thoen', 'Lampang')","('Sop Prap', 'Lampang')",34.9 km
1250,"('Thoen', 'Lampang')","('Soem Ngam', 'Lampang')",63.1 km
1251,"('Thoen', 'Lampang')","('Mueang Tak', 'Tak')",95.0 km
1252,"('Thoen', 'Lampang')","('Ban Tak', 'Tak')",76.8 km
1253,"('Thoen', 'Lampang')","('Sam Ngao', 'Tak')",63.6 km
1254,"('Mueang Sakon Nakhon', 'Sakon Nakhon')","('Kusuman', 'Sakon Nakhon')",42.2 km
1255,"('Mueang Sakon Nakhon', 'Sakon Nakhon')","('Kut Bak', 'Sakon Nakhon')",42.4 km
1256,"('Mueang Sakon Nakhon', 'Sakon Nakhon')","('Phanna Nikhom', 'Sakon Nakhon')",40.3 km
1257,"('Mueang Sakon Nakhon', 'Sakon Nakhon')","('Tao Ngoi', 'Sakon Nakhon')",19.9 km
1258,"('Mueang Sakon Nakhon', 'Sakon Nakhon')","('Khok Si Suphan', 'Sakon Nakhon')",23.6 km
1259,"('Mueang Sakon Nakhon', 'Sakon Nakhon')","('Phon Na Kaeo', 'Sakon Nakhon')",35.4 km
1260,"('Mueang Sakon Nakhon', 'Sakon Nakhon')","('Phu Phan', 'Sakon Nakhon')",32.7 km
1261,"('Mueang Sakon Nakhon', 'Sakon Nakhon')","('Na Wa', 'Nakhon Phanom')",46.1 km
1262,"('Kusuman', 'Sakon Nakhon')","('Mueang Sakon Nakhon', 'Sakon Nakhon')",40.4 km
1263,"('Kusuman', 'Sakon Nakhon')","('Phanna Nikhom', 'Sakon Nakhon')",67.4 km
1264,"('Kusuman', 'Sakon Nakhon')","('Phon Na Kaeo', 'Sakon Nakhon')",26.4 km
1265,"('Kusuman', 'Sakon Nakhon')","('Mueang Nakhon Phanom', 'Nakhon Phanom')",52.1 km
1266,"('Kusuman', 'Sakon Nakhon')","('Pla Pak', 'Nakhon Phanom')",35.4 km
1267,"('Kusuman', 'Sakon Nakhon')","('Na Wa', 'Nakhon Phanom')",42.2 km
1268,"('Kusuman', 'Sakon Nakhon')","('Phon Sawan', 'Nakhon Phanom')",22.2 km
1269,"('Kut Bak', 'Sakon Nakhon')","('Wang Sam Mo', 'Udon Thani')",86.0 km
1270,"('Kut Bak', 'Sakon Nakhon')","('Kham Muang', 'Kalasin')",41.7 km
1271,"('Kut Bak', 'Sakon Nakhon')","('Somdet', 'Kalasin')",77.9 km
1272,"('Kut Bak', 'Sakon Nakhon')","('Mueang Sakon Nakhon', 'Sakon Nakhon')",42.2 km
1273,"('Kut Bak', 'Sakon Nakhon')","('Phanna Nikhom', 'Sakon Nakhon')",43.9 km
1274,"('Kut Bak', 'Sakon Nakhon')","('Waritchaphum', 'Sakon Nakhon')",33.3 km
1275,"('Kut Bak', 'Sakon Nakhon')","('Nikhom Nam un', 'Sakon Nakhon')",16.3 km
1276,"('Kut Bak', 'Sakon Nakhon')","('Phu Phan', 'Sakon Nakhon')",24.1 km
1277,"('Phanna Nikhom', 'Sakon Nakhon')","('Mueang Sakon Nakhon', 'Sakon Nakhon')",40.0 km
1278,"('Phanna Nikhom', 'Sakon Nakhon')","('Kusuman', 'Sakon Nakhon')",64.8 km
1279,"('Phanna Nikhom', 'Sakon Nakhon')","('Kut Bak', 'Sakon Nakhon')",45.3 km
1280,"('Phanna Nikhom', 'Sakon Nakhon')","('Phanh khon', 'Sakon Nakhon')",17.4 km
1281,"('Phanna Nikhom', 'Sakon Nakhon')","('Waritchaphum', 'Sakon Nakhon')",31.0 km
1282,"('Phanna Nikhom', 'Sakon Nakhon')","('Nikhom Nam un', 'Sakon Nakhon')",44.1 km
1283,"('Phanna Nikhom', 'Sakon Nakhon')","('Wanon Niwat', 'Sakon Nakhon')",42.5 km
1284,"('Phanna Nikhom', 'Sakon Nakhon')","('Akat Amnuai', 'Sakon Nakhon')",36.8 km
1285,"('Phanna Nikhom', 'Sakon Nakhon')","('Na Wa', 'Nakhon Phanom')",38.3 km
1286,"('Phanh khon', 'Sakon Nakhon')","('Phanna Nikhom', 'Sakon Nakhon')",15.7 km
1287,"('Phanh khon', 'Sakon Nakhon')","('Waritchaphum', 'Sakon Nakhon')",19.6 km
1288,"('Phanh khon', 'Sakon Nakhon')","('Nikhom Nam un', 'Sakon Nakhon')",31.2 km
1289,"('Phanh khon', 'Sakon Nakhon')","('Wanon Niwat', 'Sakon Nakhon')",29.5 km
1290,"('Phanh khon', 'Sakon Nakhon')","('Akat Amnuai', 'Sakon Nakhon')",50.8 km
1291,"('Phanh khon', 'Sakon Nakhon')","('Sawang Daen Din', 'Sakon Nakhon')",29.8 km
1292,"('Waritchaphum', 'Sakon Nakhon')","('Wang Sam Mo', 'Udon Thani')",58.9 km
1293,"('Waritchaphum', 'Sakon Nakhon')","('Kut Bak', 'Sakon Nakhon')",33.4 km
1294,"('Waritchaphum', 'Sakon Nakhon')","('Phanna Nikhom', 'Sakon Nakhon')",31.0 km
1295,"('Waritchaphum', 'Sakon Nakhon')","('Phanh khon', 'Sakon Nakhon')",19.7 km
1296,"('Waritchaphum', 'Sakon Nakhon')","('Nikhom Nam un', 'Sakon Nakhon')",17.7 km
1297,"('Waritchaphum', 'Sakon Nakhon')","('Sawang Daen Din', 'Sakon Nakhon')",36.5 km
1298,"('Waritchaphum', 'Sakon Nakhon')","('Song Dao', 'Sakon Nakhon')",24.9 km
1299,"('Nikhom Nam un', 'Sakon Nakhon')","('Wang Sam Mo', 'Udon Thani')",70.4 km
1300,"('Nikhom Nam un', 'Sakon Nakhon')","('Kham Muang', 'Kalasin')",71.8 km
1301,"('Nikhom Nam un', 'Sakon Nakhon')","('Kut Bak', 'Sakon Nakhon')",16.4 km
1302,"('Nikhom Nam un', 'Sakon Nakhon')","('Phanna Nikhom', 'Sakon Nakhon')",44.2 km
1303,"('Nikhom Nam un', 'Sakon Nakhon')","('Phanh khon', 'Sakon Nakhon')",32.9 km
1304,"('Nikhom Nam un', 'Sakon Nakhon')","('Waritchaphum', 'Sakon Nakhon')",17.7 km
1305,"('Wanon Niwat', 'Sakon Nakhon')","('Phanna Nikhom', 'Sakon Nakhon')",42.4 km
1306,"('Wanon Niwat', 'Sakon Nakhon')","('Phanh khon', 'Sakon Nakhon')",31.1 km
1307,"('Wanon Niwat', 'Sakon Nakhon')","('Kham Ta Kla', 'Sakon Nakhon')",27.8 km
1308,"('Wanon Niwat', 'Sakon Nakhon')","('Ban Muang', 'Sakon Nakhon')",37.7 km
1309,"('Wanon Niwat', 'Sakon Nakhon')","('Akat Amnuai', 'Sakon Nakhon')",30.5 km
1310,"('Wanon Niwat', 'Sakon Nakhon')","('Sawang Daen Din', 'Sakon Nakhon')",44.8 km
1311,"('Wanon Niwat', 'Sakon Nakhon')","('Charoen Sin', 'Sakon Nakhon')",26.0 km
1312,"('Kham Ta Kla', 'Sakon Nakhon')","('Phon Charoen', 'Bueng Kan')",30.4 km
1313,"('Kham Ta Kla', 'Sakon Nakhon')","('Seka', 'Bueng Kan')",27.8 km
1314,"('Kham Ta Kla', 'Sakon Nakhon')","('Wanon Niwat', 'Sakon Nakhon')",27.7 km
1315,"('Kham Ta Kla', 'Sakon Nakhon')","('Ban Muang', 'Sakon Nakhon')",21.4 km
1316,"('Kham Ta Kla', 'Sakon Nakhon')","('Akat Amnuai', 'Sakon Nakhon')",48.3 km
1317,"('Ban Muang', 'Sakon Nakhon')","('Phon Charoen', 'Bueng Kan')",35.2 km
1318,"('Ban Muang', 'Sakon Nakhon')","('So Phisai', 'Bueng Kan')",39.3 km
1319,"('Ban Muang', 'Sakon Nakhon')","('Seka', 'Bueng Kan')",49.4 km
1320,"('Ban Muang', 'Sakon Nakhon')","('Ban Dung', 'Udon Thani')",47.1 km
1321,"('Ban Muang', 'Sakon Nakhon')","('Phon Phisai', 'Nong Khai')",63.5 km
1322,"('Ban Muang', 'Sakon Nakhon')","('Fao Rai', 'Nong Khai')",46.1 km
1323,"('Ban Muang', 'Sakon Nakhon')","('Wanon Niwat', 'Sakon Nakhon')",37.7 km
1324,"('Ban Muang', 'Sakon Nakhon')","('Kham Ta Kla', 'Sakon Nakhon')",21.9 km
1325,"('Ban Muang', 'Sakon Nakhon')","('Charoen Sin', 'Sakon Nakhon')",38.2 km
1326,"('Akat Amnuai', 'Sakon Nakhon')","('Seka', 'Bueng Kan')",46.9 km
1327,"('Akat Amnuai', 'Sakon Nakhon')","('Phanna Nikhom', 'Sakon Nakhon')",36.8 km
1328,"('Akat Amnuai', 'Sakon Nakhon')","('Phanh khon', 'Sakon Nakhon')",52.5 km
1329,"('Akat Amnuai', 'Sakon Nakhon')","('Wanon Niwat', 'Sakon Nakhon')",30.5 km
1330,"('Akat Amnuai', 'Sakon Nakhon')","('Kham Ta Kla', 'Sakon Nakhon')",48.4 km
1331,"('Akat Amnuai', 'Sakon Nakhon')","('Si Songkhram', 'Nakhon Phanom')",36.1 km
1332,"('Akat Amnuai', 'Sakon Nakhon')","('Na Wa', 'Nakhon Phanom')",24.8 km
1333,"('Akat Amnuai', 'Sakon Nakhon')","('Na Thom', 'Nakhon Phanom')",41.9 km
1334,"('Sawang Daen Din', 'Sakon Nakhon')","('Nong Saeng', 'Udon Thani')",42.9 km
1335,"('Sawang Daen Din', 'Sakon Nakhon')","('Thung Fon', 'Udon Thani')",32.9 km
1336,"('Sawang Daen Din', 'Sakon Nakhon')","('Chai Wan', 'Udon Thani')",36.8 km
1337,"('Sawang Daen Din', 'Sakon Nakhon')","('Ban Dung', 'Udon Thani')",37.3 km
1338,"('Sawang Daen Din', 'Sakon Nakhon')","('Phanh khon', 'Sakon Nakhon')",29.0 km
1339,"('Sawang Daen Din', 'Sakon Nakhon')","('Waritchaphum', 'Sakon Nakhon')",34.0 km
1340,"('Sawang Daen Din', 'Sakon Nakhon')","('Wanon Niwat', 'Sakon Nakhon')",44.8 km
1341,"('Sawang Daen Din', 'Sakon Nakhon')","('Song Dao', 'Sakon Nakhon')",19.6 km
1342,"('Sawang Daen Din', 'Sakon Nakhon')","('Charoen Sin', 'Sakon Nakhon')",19.1 km
1343,"('Song Dao', 'Sakon Nakhon')","('Chai Wan', 'Udon Thani')",41.8 km
1344,"('Song Dao', 'Sakon Nakhon')","('Wang Sam Mo', 'Udon Thani')",62.5 km
1345,"('Song Dao', 'Sakon Nakhon')","('Waritchaphum', 'Sakon Nakhon')",24.6 km
1346,"('Song Dao', 'Sakon Nakhon')","('Sawang Daen Din', 'Sakon Nakhon')",19.6 km
1347,"('Tao Ngoi', 'Sakon Nakhon')","('Na Khu', 'Kalasin')",36.3 km
1348,"('Tao Ngoi', 'Sakon Nakhon')","('Mueang Sakon Nakhon', 'Sakon Nakhon')",19.6 km
1349,"('Tao Ngoi', 'Sakon Nakhon')","('Khok Si Suphan', 'Sakon Nakhon')",14.2 km
1350,"('Tao Ngoi', 'Sakon Nakhon')","('Phu Phan', 'Sakon Nakhon')",32.7 km
1351,"('Tao Ngoi', 'Sakon Nakhon')","('Na Kae', 'Nakhon Phanom')",41.7 km
1352,"('Tao Ngoi', 'Sakon Nakhon')","('Don Tan', 'Mukdahan')",61.6 km
1353,"('Khok Si Suphan', 'Sakon Nakhon')","('Mueang Sakon Nakhon', 'Sakon Nakhon')",23.4 km
1354,"('Khok Si Suphan', 'Sakon Nakhon')","('Tao Ngoi', 'Sakon Nakhon')",14.3 km
1355,"('Khok Si Suphan', 'Sakon Nakhon')","('Phon Na Kaeo', 'Sakon Nakhon')",30.1 km
1356,"('Khok Si Suphan', 'Sakon Nakhon')","('Pla Pak', 'Nakhon Phanom')",43.1 km
1357,"('Khok Si Suphan', 'Sakon Nakhon')","('Na Kae', 'Nakhon Phanom')",27.8 km
1358,"('Khok Si Suphan', 'Sakon Nakhon')","('Wang Yang', 'Nakhon Phanom')",27.3 km
1359,"('Charoen Sin', 'Sakon Nakhon')","('Ban Dung', 'Udon Thani')",47.2 km
1360,"('Charoen Sin', 'Sakon Nakhon')","('Wanon Niwat', 'Sakon Nakhon')",26.0 km
1361,"('Charoen Sin', 'Sakon Nakhon')","('Ban Muang', 'Sakon Nakhon')",38.2 km
1362,"('Charoen Sin', 'Sakon Nakhon')","('Sawang Daen Din', 'Sakon Nakhon')",19.1 km
1363,"('Phon Na Kaeo', 'Sakon Nakhon')","('Mueang Sakon Nakhon', 'Sakon Nakhon')",35.0 km
1364,"('Phon Na Kaeo', 'Sakon Nakhon')","('Kusuman', 'Sakon Nakhon')",27.7 km
1365,"('Phon Na Kaeo', 'Sakon Nakhon')","('Khok Si Suphan', 'Sakon Nakhon')",25.2 km
1366,"('Phon Na Kaeo', 'Sakon Nakhon')","('Mueang Nakhon Phanom', 'Nakhon Phanom')",77.4 km
1367,"('Phon Na Kaeo', 'Sakon Nakhon')","('Pla Pak', 'Nakhon Phanom')",33.6 km
1368,"('Phon Na Kaeo', 'Sakon Nakhon')","('Wang Yang', 'Nakhon Phanom')",32.8 km
1369,"('Phu Phan', 'Sakon Nakhon')","('Kham Muang', 'Kalasin')",57.3 km
1370,"('Phu Phan', 'Sakon Nakhon')","('Somdet', 'Kalasin')",55.0 km
1371,"('Phu Phan', 'Sakon Nakhon')","('Huai Phueng', 'Kalasin')",60.8 km
1372,"('Phu Phan', 'Sakon Nakhon')","('Na Khu', 'Kalasin')",43.0 km
1373,"('Phu Phan', 'Sakon Nakhon')","('Mueang Sakon Nakhon', 'Sakon Nakhon')",32.5 km
1374,"('Phu Phan', 'Sakon Nakhon')","('Kut Bak', 'Sakon Nakhon')",24.1 km
1375,"('Phu Phan', 'Sakon Nakhon')","('Tao Ngoi', 'Sakon Nakhon')",32.7 km
1376,"('Phu Phan', 'Sakon Nakhon')","('Don Tan', 'Mukdahan')",97.9 km
1377,"('Mae Ai', 'Chiang Mai')","('Mueang Chiang Rai', 'Chiang Rai')",96.8 km
1378,"('Mae Ai', 'Chiang Mai')","('Mae Chan', 'Chiang Rai')",70.0 km
1379,"('Mae Ai', 'Chiang Mai')","('Mae Suai', 'Chiang Rai')",86.3 km
1380,"('Mae Ai', 'Chiang Mai')","('Fang', 'Chiang Mai')",15.8 km
1381,"('Mae Ai', 'Chiang Mai')","('Mae Fa Luang', 'Chiang Rai')",90.2 km
1382,"('Phrao', 'Chiang Mai')","('San Sai', 'Chiang Mai')",93.4 km
1383,"('Phrao', 'Chiang Mai')","('Chai Prakan', 'Chiang Mai')",53.8 km
1384,"('Phrao', 'Chiang Mai')","('Mae Suai', 'Chiang Rai')",92.9 km
1385,"('Phrao', 'Chiang Mai')","('Wiang Pa Pao', 'Chiang Rai')",54.5 km
1386,"('Phrao', 'Chiang Mai')","('Chiang Dao', 'Chiang Mai')",42.4 km
1387,"('Phrao', 'Chiang Mai')","('Doi Saket', 'Chiang Mai')",105 km
1388,"('Phrao', 'Chiang Mai')","('Mae Taeng', 'Chiang Mai')",72.4 km
1389,"('San Pa Tong', 'Chiang Mai')","('Hang Dong', 'Chiang Mai')",7.1 km
1390,"('San Pa Tong', 'Chiang Mai')","('Saraphi', 'Chiang Mai')",21.0 km
1391,"('San Pa Tong', 'Chiang Mai')","('Mae Wang', 'Chiang Mai')",15.3 km
1392,"('San Pa Tong', 'Chiang Mai')","('Doi Lo', 'Chiang Mai')",24.7 km
1393,"('San Pa Tong', 'Chiang Mai')","('Mueang Lamphun', 'Lamphun')",16.9 km
1394,"('San Pa Tong', 'Chiang Mai')","('Pa Sang', 'Lamphun')",14.7 km
1395,"('San Pa Tong', 'Chiang Mai')","('Samoeng', 'Chiang Mai')",48.8 km
1396,"('San Kamphaeng', 'Chiang Mai')","('San Sai', 'Chiang Mai')",20.4 km
1397,"('San Kamphaeng', 'Chiang Mai')","('Saraphi', 'Chiang Mai')",16.0 km
1398,"('San Kamphaeng', 'Chiang Mai')","('Mae On', 'Chiang Mai')",12.1 km
